ID,Fungal_Date,Reading,FOV,FunL,FunW
R1S4,13-Jun-23,5,2,0.1,3
R1S4,13-Jun-23,5,5,0.12,3
R1S4,13-Jun-23,2,1,0.22,3
R1S4,13-Jun-23,4,4,0.08,3.5
R1S4,13-Jun-23,5,1,0.1,4
R1S4,13-Jun-23,3,1,0.2,5
R1S4,13-Jun-23,1,5,0.25,5
R1S4,13-Jun-23,1,2,0.11,7
R1S4,13-Jun-23,1,2,0.2,10
R1S5,13-Jun-23,2,2,0.08,3
R1S5,13-Jun-23,5,2,0.14,3
R1S5,13-Jun-23,1,5,0.2,3
R1S5,13-Jun-23,5,2,0.35,3
R1S5,13-Jun-23,4,3,0.15,3.5
R1S5,13-Jun-23,4,3,0.13,4
R1S5,13-Jun-23,1,4,0.3,4
R1S5,13-Jun-23,2,4,0.3,4
R1S5,13-Jun-23,3,2,0.06,5
R1S5,13-Jun-23,3,5,0.1,5
R1S5,13-Jun-23,3,5,0.14,5
R1S5,13-Jun-23,5,4,0.25,6
R1S5,13-Jun-23,1,2,0.27,6
R1S5,13-Jun-23,4,4,0.17,8
R2S1,13-Jun-23,1,5,0.07,2.5
R2S1,13-Jun-23,1,5,0.08,2.5
R2S1,13-Jun-23,2,4,0.12,3
R2S1,13-Jun-23,1,2,0.21,3
R2S1,13-Jun-23,1,5,0.13,3.5
R2S1,13-Jun-23,4,4,0.01,4
R2S1,13-Jun-23,3,3,0.12,5
R2S1,13-Jun-23,2,2,0.12,6
R2S1,13-Jun-23,2,5,0.15,7
R2S1,13-Jun-23,5,2,0.15,10
R2S3,13-Jun-23,2,5,0.3,1.5
R2S3,13-Jun-23,2,3,0.06,2
R2S3,13-Jun-23,3,2,0.2,2.5
R2S3,13-Jun-23,5,3,0.23,3
R2S3,13-Jun-23,4,1,0.1,4
R2S3,13-Jun-23,3,4,0.25,6
R2S3,13-Jun-23,1,3,0.25,8
R3S1,13-Jun-23,2,3,0.21,2
R3S1,13-Jun-23,1,5,0.25,3
R3S1,13-Jun-23,2,3,0.12,5
R3S1,13-Jun-23,1,2,0.4,5
R3S1,13-Jun-23,3,5,0.8,5
R3S1,13-Jun-23,2,2,0.1,6
R3S1,13-Jun-23,3,3,0.13,6
R3S1,13-Jun-23,3,5,0.1,7
R3S1,13-Jun-23,5,1,0.5,8
R3S5,13-Jun-23,3,4,0.05,3
R3S5,13-Jun-23,1,4,0.13,3
R3S5,13-Jun-23,5,2,0.18,3.5
R3S5,13-Jun-23,5,3,0.04,4
R3S5,13-Jun-23,1,1,0.07,4
R3S5,13-Jun-23,4,2,0.11,4
R3S5,13-Jun-23,1,3,1,4
R3S5,13-Jun-23,1,1,0.05,5
R3S5,13-Jun-23,3,5,0.15,5
R3S5,13-Jun-23,3,2,0.1,6
R3S5,13-Jun-23,2,2,0.2,6
R3S5,13-Jun-23,4,1,0.21,6
R3S5,13-Jun-23,1,2,0.04,8
R3S5,13-Jun-23,2,2,0.2,8
R4S4,13-Jun-23,3,5,0.18,1.5
R4S4,13-Jun-23,3,2,0.2,2
R4S4,13-Jun-23,4,5,0.21,3
R4S4,13-Jun-23,4,2,0.2,4
R4S4,13-Jun-23,1,5,0.5,4.5
R4S4,13-Jun-23,1,3,0.11,5
R4S4,13-Jun-23,5,1,0.15,5
R4S4,13-Jun-23,2,1,0.1,6
R4S4,13-Jun-23,2,5,0.1,6
R4S4,13-Jun-23,1,3,0.12,6
R4S4,13-Jun-23,5,3,0.05,7
R4S4,13-Jun-23,3,4,0.1,7
R4S6,13-Jun-23,4,1,0.08,2
R4S6,13-Jun-23,2,5,0.25,2
R4S6,13-Jun-23,4,3,0.1,2.5
R4S6,13-Jun-23,5,1,1.4,3
R4S6,13-Jun-23,1,2,0.07,4
R4S6,13-Jun-23,1,5,0.1,4
R4S6,13-Jun-23,2,1,1.5,4.5
R4S6,13-Jun-23,5,5,0.22,5
R4S6,13-Jun-23,1,5,0.06,6
R4S6,13-Jun-23,3,4,0.08,6
R4S6,13-Jun-23,4,4,0.5,7
R4S6,13-Jun-23,3,2,0.06,8
R5S3,13-Jun-23,3,2,0.11,2
R5S3,13-Jun-23,1,5,0.12,3
R5S3,13-Jun-23,4,4,0.17,3
R5S3,13-Jun-23,5,2,0.08,4
R5S3,13-Jun-23,1,3,0.1,5
R5S3,13-Jun-23,2,4,0.2,7
R5S6,13-Jun-23,5,1,0.1,2
R5S6,13-Jun-23,3,4,0.2,2.5
R5S6,13-Jun-23,2,4,0.25,4
R5S6,13-Jun-23,5,5,0.15,7
R5S6,13-Jun-23,3,1,0.27,7
R5S6,13-Jun-23,1,1,0.05,8
R6S2,13-Jun-23,3,1,0.1,3
R6S2,13-Jun-23,5,3,0.2,4
R6S2,13-Jun-23,2,5,0.1,8
R6S6,13-Jun-23,4,5,0.05,4
R6S6,13-Jun-23,1,1,0.1,5
R6S6,13-Jun-23,3,2,0.21,5
R6S6,13-Jun-23,5,5,0.16,6
R6S6,13-Jun-23,2,5,0.3,7
R6S6,13-Jun-23,2,3,0.13,10
R7S2,13-Jun-23,2,4,0.05,4
R7S2,13-Jun-23,5,2,0.2,4
R7S2,13-Jun-23,4,1,0.7,4
R7S2,13-Jun-23,3,1,0.1,5
R7S2,13-Jun-23,3,4,0.07,6
R7S2,13-Jun-23,1,3,0.11,6
R7S2,13-Jun-23,1,5,0.1,7
R7S5,13-Jun-23,4,3,0.2,2.5
R7S5,13-Jun-23,4,3,0.1,3
R7S5,13-Jun-23,3,5,0.05,4
R7S5,13-Jun-23,1,3,0.2,5
R7S5,13-Jun-23,2,5,0.16,5.5
R7S5,13-Jun-23,5,1,0.05,7
R8S5,13-Jun-23,3,4,0.1,2.5
R8S5,13-Jun-23,2,5,0.3,2.5
R8S5,13-Jun-23,1,3,0.17,3
R8S5,13-Jun-23,2,5,0.15,3.5
R8S5,13-Jun-23,1,1,0.12,4
R8S5,13-Jun-23,4,5,0.2,5.5
R8S6,13-Jun-23,1,4,0.3,4
R8S6,13-Jun-23,3,3,0.11,5
R8S6,13-Jun-23,2,4,0.18,7
R1S2,27-Jun-23,5,2,0.13,3
R1S2,27-Jun-23,2,4,0.21,4
R1S2,27-Jun-23,4,4,0.06,5
R1S2,27-Jun-23,5,2,0.3,5
R1S2,27-Jun-23,1,4,0.07,6
R1S2,27-Jun-23,5,1,0.25,6
R1S2,27-Jun-23,4,5,0.11,6.5
R1S2,27-Jun-23,5,1,0.16,7
R1S2,27-Jun-23,3,2,0.1,12
R1S6,27-Jun-23,5,2,0.11,2
R1S6,27-Jun-23,2,1,0.2,2
R1S6,27-Jun-23,1,2,0.11,3
R1S6,27-Jun-23,1,2,0.15,4
R1S6,27-Jun-23,2,2,0.17,4
R1S6,27-Jun-23,4,2,0.2,4
R1S6,27-Jun-23,3,2,0.38,4
R1S6,27-Jun-23,1,1,0.4,4.5
R1S6,27-Jun-23,5,1,0.15,5
R1S6,27-Jun-23,5,5,0.2,5
R2S2,27-Jun-23,2,2,0.1,3
R2S2,27-Jun-23,3,1,0.15,3
R2S2,27-Jun-23,5,4,0.3,4
R2S2,27-Jun-23,5,5,0.2,5
R2S2,27-Jun-23,3,3,0.05,6
R2S2,27-Jun-23,4,1,0.11,7
R2S2,27-Jun-23,1,5,0.22,7
R2S2,27-Jun-23,5,5,0.1,8
R2S6,27-Jun-23,1,5,0.09,3
R2S6,27-Jun-23,3,3,0.21,3
R2S6,27-Jun-23,2,2,0.1,4
R2S6,27-Jun-23,4,1,0.15,4
R2S6,27-Jun-23,2,5,0.2,4
R2S6,27-Jun-23,5,3,0.3,4
R2S6,27-Jun-23,1,5,0.1,6
R2S6,27-Jun-23,3,4,0.1,6
R2S6,27-Jun-23,4,1,0.18,6
R2S6,27-Jun-23,4,4,0.21,6
R2S6,27-Jun-23,1,4,0.22,10
R3S4,27-Jun-23,1,2,0.17,3
R3S4,27-Jun-23,2,1,0.2,3
R3S4,27-Jun-23,3,1,0.28,3
R3S4,27-Jun-23,3,1,0.1,4
R3S4,27-Jun-23,5,4,0.12,4
R3S4,27-Jun-23,3,3,0.13,4
R3S4,27-Jun-23,4,5,0.4,4.5
R3S4,27-Jun-23,2,3,0.13,5
R3S4,27-Jun-23,2,5,0.11,6
R3S4,27-Jun-23,3,5,0.5,8
R3S6,27-Jun-23,3,1,0.1,2
R3S6,27-Jun-23,4,5,0.15,3.5
R3S6,27-Jun-23,4,3,0.17,4
R3S6,27-Jun-23,5,3,0.1,5
R4S4,27-Jun-23,1,5,0.16,2.5
R4S4,27-Jun-23,1,2,0.1,3
R4S4,27-Jun-23,5,4,0.12,4
R4S4,27-Jun-23,1,4,0.2,4
R4S4,27-Jun-23,4,3,0.25,4
R4S4,27-Jun-23,1,1,0.1,5
R4S4,27-Jun-23,3,3,0.1,5
R4S4,27-Jun-23,5,5,0.2,5
R4S4,27-Jun-23,2,1,0.6,5
R4S4,27-Jun-23,3,1,0.12,6
R4S4,27-Jun-23,5,3,0.15,12
R4S5,27-Jun-23,5,1,0.05,2
R4S5,27-Jun-23,2,2,0.1,2.5
R4S5,27-Jun-23,4,1,0.3,3
R4S5,27-Jun-23,2,1,0.1,3.5
R4S5,27-Jun-23,1,5,0.1,4
R4S5,27-Jun-23,2,3,0.1,4
R4S5,27-Jun-23,1,1,0.1,6
R4S5,27-Jun-23,5,4,0.17,6
R4S5,27-Jun-23,4,4,0.2,8
R4S5,27-Jun-23,3,4,0.2,9
R5S5,27-Jun-23,2,4,0.05,2
R5S5,27-Jun-23,1,4,0.25,3
R5S5,27-Jun-23,1,2,0.11,5
R5S5,27-Jun-23,5,1,0.3,7
R5S1,27-Jun-23,1,1,0,0
R6S5,27-Jun-23,4,1,0.15,8
R6S6,27-Jun-23,4,1,0.16,3
R6S6,27-Jun-23,2,1,0.3,4
R6S6,27-Jun-23,3,3,0.27,4.5
R6S6,27-Jun-23,4,2,0.17,5
R6S6,27-Jun-23,1,5,0.15,6
R6S6,27-Jun-23,1,1,0.05,7
R6S6,27-Jun-23,1,1,0.45,7
R7S1,27-Jun-23,4,1,0.12,4
R7S1,27-Jun-23,3,1,0.25,6
R7S1,27-Jun-23,2,2,0.2,8
R7S5,27-Jun-23,1,3,0.1,6
R7S5,27-Jun-23,2,5,0.23,6
R8S1,27-Jun-23,5,2,0.1,6
R8S1,27-Jun-23,3,1,0.27,6
R8S3,27-Jun-23,3,1,0.1,2.5
R8S3,27-Jun-23,4,3,0.1,3
R8S3,27-Jun-23,3,5,0.07,7
R1S3,11-Jul-23,4,5,0.08,2
R1S3,11-Jul-23,4,5,0.05,2.5
R1S3,11-Jul-23,1,1,0.05,3
R1S3,11-Jul-23,1,5,0.1,3
R1S3,11-Jul-23,2,4,0.1,3
R1S3,11-Jul-23,1,1,0.07,3.5
R1S6,11-Jul-23,2,5,0.15,2.5
R1S6,11-Jul-23,4,4,0.06,3
R1S6,11-Jul-23,3,3,0.13,4
R1S6,11-Jul-23,5,3,0.2,4
R1S6,11-Jul-23,1,5,0.3,4
R1S6,11-Jul-23,5,4,0.15,5
R1S6,11-Jul-23,3,5,0.18,5
R1S6,11-Jul-23,1,4,0.25,6
R1S6,11-Jul-23,3,1,0.1,8
R2S5,11-Jul-23,2,3,0.3,2
R2S5,11-Jul-23,2,3,0.3,2
R2S5,11-Jul-23,1,2,0.08,2.5
R2S5,11-Jul-23,2,5,0.1,3
R2S5,11-Jul-23,3,1,0.1,3
R2S5,11-Jul-23,5,5,0.32,4.5
R2S5,11-Jul-23,4,5,0.21,5
R2S5,11-Jul-23,2,4,0.25,6
R2S5,11-Jul-23,3,3,0.3,7
R2S5,11-Jul-23,3,5,0.35,7
R2S5,11-Jul-23,2,1,0.11,8
R2S6,11-Jul-23,1,5,0.05,3
R2S6,11-Jul-23,4,4,0.1,3
R2S6,11-Jul-23,4,2,0.05,3.5
R2S6,11-Jul-23,5,3,0.02,4
R2S6,11-Jul-23,3,2,0.05,4
R2S6,11-Jul-23,4,1,0.15,4
R2S6,11-Jul-23,5,2,0.07,5
R2S6,11-Jul-23,2,1,0.12,6
R2S6,11-Jul-23,1,1,0.15,6
R3S3,11-Jul-23,5,1,0.13,2.5
R3S3,11-Jul-23,2,1,0.05,3
R3S3,11-Jul-23,5,4,0.11,3
R3S3,11-Jul-23,4,5,0.4,3.5
R3S3,11-Jul-23,1,4,0.2,4
R3S3,11-Jul-23,3,5,0.11,4.5
R3S3,11-Jul-23,4,4,0.3,5
R3S3,11-Jul-23,3,1,0.25,7
R3S3,11-Jul-23,2,4,0.04,8
R3S5,11-Jul-23,3,2,0.08,3
R3S5,11-Jul-23,4,1,0.1,3.5
R3S5,11-Jul-23,2,5,0.11,4
R3S5,11-Jul-23,2,4,0.15,5
R3S5,11-Jul-23,4,4,0.12,6
R3S5,11-Jul-23,5,5,0.16,7
R4S2,11-Jul-23,2,1,0.11,2
R4S2,11-Jul-23,2,1,0.14,2
R4S2,11-Jul-23,1,3,0.1,2.5
R4S2,11-Jul-23,5,1,0.13,2.5
R4S2,11-Jul-23,1,5,0.05,3
R4S2,11-Jul-23,2,5,0.13,3
R4S2,11-Jul-23,1,1,0.11,3.5
R4S2,11-Jul-23,2,4,0.5,4
R4S2,11-Jul-23,5,5,1.2,4
R4S2,11-Jul-23,4,2,0.2,5
R4S2,11-Jul-23,4,2,0.2,5
R4S2,11-Jul-23,3,4,0.3,5
R4S2,11-Jul-23,3,4,0.3,5
R4S2,11-Jul-23,5,3,0.3,5
R4S2,11-Jul-23,2,4,0.3,5.5
R4S2,11-Jul-23,5,1,0.32,6
R4S2,11-Jul-23,1,1,0.4,6
R4S2,11-Jul-23,4,4,0.35,10
R4S2,11-Jul-23,4,4,0.35,10
R4S4,11-Jul-23,3,5,0.1,3
R4S4,11-Jul-23,1,1,0.3,3
R4S4,11-Jul-23,3,3,0.13,4
R4S4,11-Jul-23,4,3,0.15,4
R4S4,11-Jul-23,2,1,0.15,5
R4S4,11-Jul-23,5,5,1.4,5
R4S4,11-Jul-23,4,5,0.1,10
R5S2,11-Jul-23,5,5,0.21,1.5
R5S2,11-Jul-23,3,5,0.11,3
R5S2,11-Jul-23,1,4,0.35,3
R5S2,11-Jul-23,3,1,0.11,6
R5S4,11-Jul-23,3,4,0.15,3
R5S4,11-Jul-23,4,5,0.1,3.5
R5S4,11-Jul-23,1,1,0.1,4
R5S4,11-Jul-23,3,1,0.1,4
R5S4,11-Jul-23,2,2,0.16,6
R6S1,11-Jul-23,2,2,0.1,2
R6S1,11-Jul-23,3,3,0.2,2
R6S1,11-Jul-23,2,4,0.1,3
R6S1,11-Jul-23,5,1,0.3,4
R6S1,11-Jul-23,4,1,0.1,5
R6S1,11-Jul-23,2,1,0.12,7
R6S2,11-Jul-23,1,1,0.1,2
R6S2,11-Jul-23,2,1,0.2,5
R7S4,11-Jul-23,5,1,0.25,3
R7S4,11-Jul-23,4,2,0.05,4
R7S4,11-Jul-23,2,5,0.06,4
R7S4,11-Jul-23,3,3,0.1,4
R7S4,11-Jul-23,1,5,0.1,5
R7S5,11-Jul-23,1,1,0.15,2.5
R7S5,11-Jul-23,5,5,0.05,5
R7S5,11-Jul-23,3,5,0.5,5
R7S5,11-Jul-23,2,1,0.18,7
R8S2,11-Jul-23,4,1,0.1,2.5
R8S2,11-Jul-23,5,3,0.2,2.5
R8S2,11-Jul-23,2,1,0.11,3
R8S6,11-Jul-23,1,4,0.2,2
R8S6,11-Jul-23,5,2,0.2,3
R8S6,11-Jul-23,3,1,0.25,3
R8S6,11-Jul-23,4,5,0.11,3.5
R8S6,11-Jul-23,2,3,0.1,4
R8S6,11-Jul-23,2,1,0.7,7
R1S3,25-Jul-23,2,5,0.12,2
R1S3,25-Jul-23,3,1,0.05,3
R1S3,25-Jul-23,3,4,0.18,3
R1S3,25-Jul-23,3,1,0.1,3.5
R1S3,25-Jul-23,2,2,0.04,4
R1S3,25-Jul-23,3,4,0.22,4.5
R1S3,25-Jul-23,4,1,0.05,5
R1S3,25-Jul-23,2,3,0.12,5
R1S3,25-Jul-23,5,2,0.12,5
R1S3,25-Jul-23,1,2,0.15,5
R1S3,25-Jul-23,5,5,0.05,6
R1S3,25-Jul-23,1,5,0.06,7
R1S3,25-Jul-23,4,4,0.11,7
R1S3,25-Jul-23,3,2,0.05,10
R1S3,25-Jul-23,5,1,0.1,10
R1S4,25-Jul-23,3,1,0.08,2.5
R1S4,25-Jul-23,1,5,0.15,2.5
R1S4,25-Jul-23,1,3,0.2,2.5
R1S4,25-Jul-23,3,5,0.1,3
R1S4,25-Jul-23,1,1,0.08,4
R1S4,25-Jul-23,2,1,0.11,4.5
R1S4,25-Jul-23,5,5,0.2,4.5
R1S4,25-Jul-23,1,5,0.07,5
R1S4,25-Jul-23,2,5,0.08,5
R1S4,25-Jul-23,4,5,0.1,5
R1S4,25-Jul-23,5,1,0.1,5
R1S4,25-Jul-23,4,1,0.05,6
R1S4,25-Jul-23,2,5,0.07,6
R1S4,25-Jul-23,2,4,0.15,6
R1S4,25-Jul-23,4,4,0.12,7
R1S4,25-Jul-23,5,2,0.15,8
R1S4,25-Jul-23,1,1,0.1,10
R1S4,25-Jul-23,4,1,0.2,10
R1S4,25-Jul-23,3,2,0.3,12
R2S3,25-Jul-23,5,2,0.11,2
R2S3,25-Jul-23,5,4,0.1,2.5
R2S3,25-Jul-23,1,4,0.08,3
R2S3,25-Jul-23,1,4,0.1,3
R2S3,25-Jul-23,4,5,0.2,3
R2S3,25-Jul-23,2,3,0.2,3.5
R2S3,25-Jul-23,5,1,0.05,4
R2S3,25-Jul-23,1,2,0.1,4
R2S3,25-Jul-23,4,2,0.11,4
R2S3,25-Jul-23,4,1,0.25,4
R2S3,25-Jul-23,1,1,0.05,5
R2S3,25-Jul-23,1,5,0.1,5
R2S3,25-Jul-23,2,4,0.14,5
R2S3,25-Jul-23,4,2,0.14,5
R2S3,25-Jul-23,4,5,0.1,6
R2S3,25-Jul-23,4,3,0.11,6
R2S3,25-Jul-23,5,4,0.12,6
R2S3,25-Jul-23,2,1,0.1,7
R2S3,25-Jul-23,3,2,0.3,10
R2S3,25-Jul-23,3,3,0.4,10
R2S3,25-Jul-23,4,3,0.6,10
R2S5,25-Jul-23,3,5,0.1,1.5
R2S5,25-Jul-23,4,2,0.06,3
R2S5,25-Jul-23,5,1,0.17,3
R2S5,25-Jul-23,5,1,0.22,3
R2S5,25-Jul-23,2,5,0.4,3
R2S5,25-Jul-23,4,5,0.04,3.5
R2S5,25-Jul-23,5,1,0.21,3.5
R2S5,25-Jul-23,1,5,0.11,3.5
R2S5,25-Jul-23,3,1,0.06,4
R2S5,25-Jul-23,1,1,0.08,4
R2S5,25-Jul-23,1,4,0.08,4
R2S5,25-Jul-23,5,2,0.11,5
R2S5,25-Jul-23,2,5,0.25,5
R2S5,25-Jul-23,5,5,0.1,6
R2S5,25-Jul-23,2,3,0.1,8
R2S5,25-Jul-23,4,1,0.15,8
R2S5,25-Jul-23,2,4,0.1,9
R3S5,25-Jul-23,4,4,0.1,2.5
R3S5,25-Jul-23,1,1,0.05,3
R3S5,25-Jul-23,2,4,0.1,3
R3S5,25-Jul-23,3,3,0.21,3
R3S5,25-Jul-23,3,1,0.07,4
R3S5,25-Jul-23,2,5,0.1,4
R3S5,25-Jul-23,3,3,0.18,4
R3S5,25-Jul-23,4,5,0.15,5
R3S5,25-Jul-23,4,4,0.25,5
R3S5,25-Jul-23,4,1,0.1,6
R3S5,25-Jul-23,5,5,0.13,6
R3S6,25-Jul-23,5,2,0.11,3
R3S6,25-Jul-23,3,2,0.08,4
R3S6,25-Jul-23,5,2,0.1,4
R3S6,25-Jul-23,3,1,0.11,4
R3S6,25-Jul-23,5,3,0.22,4
R3S6,25-Jul-23,1,3,0.11,5
R3S6,25-Jul-23,2,5,0.2,5.5
R3S6,25-Jul-23,2,1,0.1,12
R3S6,25-Jul-23,3,5,0.15,12
R4S1,25-Jul-23,3,5,0.05,3
R4S1,25-Jul-23,3,1,0.1,3
R4S1,25-Jul-23,2,1,0.05,3.5
R4S1,25-Jul-23,5,5,0.05,4
R4S1,25-Jul-23,5,5,0.12,4
R4S1,25-Jul-23,1,5,0.4,4
R4S1,25-Jul-23,4,3,0.08,5
R4S1,25-Jul-23,2,5,0.1,5
R4S1,25-Jul-23,2,3,0.12,5
R4S1,25-Jul-23,5,3,0.2,5
R4S3,25-Jul-23,3,5,0.05,2
